"Year","Season","Week","Date","Field","TeamOne","TeamTwo","TeamOneScore","TeamTwoScore"
"2016","Summer",8,2016-07-31 18:00:00,"Greenlake Field 1","Oregon Sucks!","99 First World Problems","13","25"
"2017","Spring",1,2017-03-19 12:00:00,"Greenlake Field 1","Balls Deep","Eagle Bait","4","8"
"2017","Spring",1,2017-03-19 13:30:00,"Greenlake Field 1","Cfpr","Sluggernauts","13","12"
"2017","Spring",1,2017-03-19 15:00:00,"Greenlake Field 1","Look At This F$%@Ing Guy","Pitch Slap","11","10"
"2017","Spring",1,2017-03-19 16:30:00,"Greenlake Field 1","Smoldering Remains","Stranger Danger","14","9"
"2017","Spring",1,2017-03-19 18:00:00,"Greenlake Field 1","Oregon Sucks!","Hitmen","18","11"
"2017","Spring",1,2017-03-19 12:00:00,"Greenlake Field 2","Warning Track Power","Pex Santhers","14","14"
"2017","Spring",1,2017-03-19 13:30:00,"Greenlake Field 2","The Backdoor Sliders","Pex Santhers","17","13"
"2017","Spring",1,2017-03-19 15:00:00,"Greenlake Field 2","The Backdoor Sliders","Glass By Lund","13","24"
"2017","Spring",1,2017-03-19 16:30:00,"Greenlake Field 2","Glass By Lund","Trident Halibatters","47","14"
"2017","Spring",1,2017-03-19 18:00:00,"Greenlake Field 2","Balls & Dolls","Saved By The Balls","11","13"
"2017","Spring",2,2017-03-26 12:00:00,"Greenlake Field 1","Look At This F$%@Ing Guy","Glass By Lund","10","10"
"2017","Spring",2,2017-03-26 13:30:00,"Greenlake Field 1","Look At This F$%@Ing Guy","Pex Santhers","27","10"
"2017","Spring",2,2017-03-26 15:00:00,"Greenlake Field 1","The Backdoor Sliders","Sluggernauts","19","18"
"2017","Spring",2,2017-03-26 16:30:00,"Greenlake Field 1","Oregon Sucks!","Pitch Slap","10","8"
"2017","Spring",2,2017-03-26 18:00:00,"Greenlake Field 1","Oregon Sucks!","Warning Track Power","21","13"
"2017","Spring",2,2017-03-26 12:00:00,"Greenlake Field 2","Balls & Dolls","Trident Halibatters","8","6"
"2017","Spring",2,2017-03-26 13:30:00,"Greenlake Field 2","Trident Halibatters","Saved By The Balls","8","17"
"2017","Spring",2,2017-03-26 15:00:00,"Greenlake Field 2","Smoldering Remains","Cfpr","8","3"
"2017","Spring",2,2017-03-26 16:30:00,"Greenlake Field 2","Eagle Bait","Hitmen","21","16"
"2017","Spring",2,2017-03-26 18:00:00,"Greenlake Field 2","Stranger Danger","Balls Deep","15","15"
"2017","Spring",3,2017-04-02 12:00:00,"Greenlake Field 2","Cfpr","Hitmen","7","15"
"2017","Spring",4,2017-04-09 12:00:00,"Greenlake Field 1","Stranger Danger","Hitmen","15","14"
"2017","Spring",4,2017-04-09 13:30:00,"Greenlake Field 1","Stranger Danger","Warning Track Power","16","26"
"2017","Spring",4,2017-04-09 15:00:00,"Greenlake Field 1","Warning Track Power","Pitch Slap","4","12"
"2017","Spring",4,2017-04-09 16:30:00,"Greenlake Field 1","Pitch Slap","Cfpr","7","6"
"2017","Spring",4,2017-04-09 18:00:00,"Greenlake Field 1","Oregon Sucks!","Glass By Lund","10","14"
"2017","Spring",4,2017-04-09 12:00:00,"Greenlake Field 2","Look At This F$%@Ing Guy","Smoldering Remains","14","13"
"2017","Spring",4,2017-04-09 13:30:00,"Greenlake Field 2","Pex Santhers","Sluggernauts","9","12"
"2017","Spring",4,2017-04-09 15:00:00,"Greenlake Field 2","Balls Deep","Saved By The Balls","5","15"
"2017","Spring",4,2017-04-09 16:30:00,"Greenlake Field 2","The Backdoor Sliders","Trident Halibatters","20","5"
"2017","Spring",4,2017-04-09 18:00:00,"Greenlake Field 2","Balls & Dolls","Eagle Bait","18","36"
"2017","Spring",5,2017-04-23 13:30:00,"Greenlake Field 1","Balls & Dolls","Hitmen","15","28"
"2017","Spring",5,2017-04-23 15:00:00,"Greenlake Field 1","Hitmen","Balls Deep","25","12"
"2017","Spring",5,2017-04-23 16:30:00,"Greenlake Field 1","Balls Deep","Pex Santhers","8","5"
"2017","Spring",5,2017-04-23 18:00:00,"Greenlake Field 1","Oregon Sucks!","Sluggernauts","10","7"
"2017","Spring",5,2017-04-23 12:00:00,"Greenlake Field 2","Glass By Lund","Pitch Slap","11","5"
"2017","Spring",5,2017-04-23 13:30:00,"Greenlake Field 2","Eagle Bait","Smoldering Remains","9","25"
"2017","Spring",5,2017-04-23 16:30:00,"Greenlake Field 2","Look At This F$%@Ing Guy","The Backdoor Sliders","18","8"
"2017","Spring",5,2017-04-23 18:00:00,"Greenlake Field 2","Saved By The Balls","Warning Track Power","7","10"
"2017","Spring",6,2017-04-30 13:30:00,"Greenlake Field 1","Eagle Bait","Pex Santhers","23","2"
"2017","Spring",6,2017-04-30 15:00:00,"Greenlake Field 1","Glass By Lund","Balls & Dolls","22","6"
"2017","Spring",6,2017-04-30 16:30:00,"Greenlake Field 1","Trident Halibatters","Sluggernauts","7","21"
"2017","Spring",6,2017-04-30 18:00:00,"Greenlake Field 1","Hitmen","Trident Halibatters","17","13"
"2017","Spring",6,2017-04-30 12:00:00,"Greenlake Field 2","Saved By The Balls","Smoldering Remains","6","13"
"2017","Spring",6,2017-04-30 13:30:00,"Greenlake Field 2","Saved By The Balls","The Backdoor Sliders","7","24"
"2017","Spring",6,2017-04-30 15:00:00,"Greenlake Field 2","Look At This F$%@Ing Guy","Warning Track Power","19","7"
"2017","Spring",6,2017-04-30 16:30:00,"Greenlake Field 2","Balls Deep","Pitch Slap","6","12"
"2017","Spring",6,2017-04-30 18:00:00,"Greenlake Field 2","Oregon Sucks!","Stranger Danger","5","3"
"2017","Spring",7,2017-05-07 12:00:00,"Greenlake Field 1","Eagle Bait","Saved By The Balls","24","9"
"2017","Spring",7,2017-05-07 13:30:00,"Greenlake Field 1","Smoldering Remains","Sluggernauts","30","14"
"2017","Spring",7,2017-05-07 15:00:00,"Greenlake Field 1","Sluggernauts","Glass By Lund","8","15"
"2017","Spring",7,2017-05-07 16:30:00,"Greenlake Field 1","Warning Track Power","The Backdoor Sliders","13","15"
"2017","Spring",7,2017-05-07 18:00:00,"Greenlake Field 1","Oregon Sucks!","Look At This F$%@Ing Guy","15","12"
"2017","Spring",7,2017-05-07 12:00:00,"Greenlake Field 2","Cfpr","Stranger Danger","17","16"
"2017","Spring",7,2017-05-07 13:30:00,"Greenlake Field 2","Trident Halibatters","Pex Santhers","13","13"
"2017","Spring",7,2017-05-07 15:00:00,"Greenlake Field 2","Balls & Dolls","Balls Deep","5","10"
"2017","Spring",8,2017-05-14 10:30:00,"Dahl Playfield Field 2","Stranger Danger","Pitch Slap","11","24"
"2017","Spring",8,2017-05-14 12:00:00,"Dahl Playfield Field 2","Warning Track Power","Balls Deep","14","15"
"2017","Spring",8,2017-05-14 13:30:00,"Dahl Playfield Field 2","Balls Deep","Hitmen","7","5"
"2017","Spring",8,2017-05-14 15:00:00,"Dahl Playfield Field 2","Pitch Slap","Saved By The Balls","28","10"
"2017","Spring",8,2017-05-14 16:30:00,"Dahl Playfield Field 2","Balls Deep","Pitch Slap","10","18"
"2017","Spring",8,2017-05-14 18:00:00,"Dahl Playfield Field 2","The Backdoor Sliders","Oregon Sucks!","6","13"
"2017","Spring",8,2017-05-14 19:30:00,"Dahl Playfield Field 2","Look At This F$%@Ing Guy","Eagle Bait","28","13"
"2017","Spring",9,2017-05-21 15:30:00,"Dahl Playfield Field 4","Oregon Sucks!","Smoldering Remains","14","3"
"2017","Spring",9,2017-05-21 17:00:00,"Dahl Playfield Field 4","Look At This F$%@Ing Guy","Glass By Lund","5","18"
"2017","Spring",9,2017-05-21 18:30:00,"Dahl Playfield Field 4","Oregon Sucks!","Glass By Lund","6","7"
"2017","Summer",1,2017-06-04 12:00:00,"Greenlake Field 1","The Participators","Flesh Eating Sharks","19","10"
"2017","Summer",1,2017-06-04 13:30:00,"Greenlake Field 1","The Participators","Thick Sticks","8","17"
"2017","Summer",1,2017-06-04 15:00:00,"Greenlake Field 1","The Backdoor Sliders","Thick Sticks","15","20"
"2017","Summer",1,2017-06-04 16:30:00,"Greenlake Field 1","Crabby Swingers","Glass By Lund","10","12"
"2017","Summer",1,2017-06-04 18:00:00,"Greenlake Field 1","Always Hungover","Glass By Lund","4","27"
"2017","Summer",1,2017-06-04 12:00:00,"Greenlake Field 2","Sluggernauts","Pinjers","32","7"
"2017","Summer",1,2017-06-04 13:30:00,"Greenlake Field 2","Sluggernauts","Jagerballs","18","15"
"2017","Summer",1,2017-06-04 15:00:00,"Greenlake Field 2","Dae's Hoes","Jagerballs","14","13"
"2017","Summer",1,2017-06-04 16:30:00,"Greenlake Field 2","Dae's Hoes","The Wendy Peffercorns","15","12"
"2017","Summer",1,2017-06-04 18:00:00,"Greenlake Field 2","Indy #S14","The Wendy Peffercorns","4","25"
"2017","Summer",2,2017-06-11 12:00:00,"Greenlake Field 1","Balls Deep","Stranger Danger","12","19"
"2017","Summer",2,2017-06-11 13:30:00,"Greenlake Field 1","Stranger Danger","The Wendy Peffercorns","17","14"
"2017","Summer",2,2017-06-11 15:00:00,"Greenlake Field 1","Indy #S14","Jagerballs","7","19"
"2017","Summer",2,2017-06-11 16:30:00,"Greenlake Field 1","Indy #S14","Pinjers","17","14"
"2017","Summer",2,2017-06-11 18:00:00,"Greenlake Field 1","Sluggernauts","Dae's Hoes","15","13"
"2017","Summer",2,2017-06-11 12:00:00,"Greenlake Field 2","Crabby Swingers","The Participators","10","8"
"2017","Summer",2,2017-06-11 13:30:00,"Greenlake Field 2","Crabby Swingers","Thick Sticks","9","39"
"2017","Summer",2,2017-06-11 15:00:00,"Greenlake Field 2","Hitmen","Always Hungover","10","12"
"2017","Summer",2,2017-06-11 16:30:00,"Greenlake Field 2","Hitmen","Flesh Eating Sharks","16","15"
"2017","Summer",2,2017-06-11 18:00:00,"Greenlake Field 2","Flesh Eating Sharks","The Backdoor Sliders","24","27"
